Bundesland;BM;Bf. Nr.;Station;Bf DS 100 Abk.;Kat. Vst;Straße;PLZ;Ort;Aufgabenträger;Verkehrsverb.;Fernverkehr;Nahverkehr
Niedersachsen;Hamburg;1107;Dahlenburg;ADL;6;Bahnhofsweg 3;21368;Dahlenburg;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja
Niedersachsen;Hamburg;1121;Dannenberg Ost;ADB;7;Am Bahnhof 1;29451;Dannenberg;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Hamburg;Hamburg;1193;Diebsteich;ADT;5;Plöner Stieg;22769;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Niedersachsen;Hamburg;1255;Dollern;ADR;6;Am Bahnhof 1;21739;Dollern;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja
Niedersachsen;Hamburg;1449;Echem;AECH;6;Dorfstraße;21379;Echem;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Hamburg;Hamburg;1511;Eidelstedt;AEST;3;Reichsbahnstr. 101;22525;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;1542;Elbgaustraße;AEGS;4;Elbgaustr.  105;22523;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;1941;Friedrichsberg;AFBG;4;Krausestr. 118;22049;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Niedersachsen;Hamburg;2164;Göhrde;AGH;7;An der Kreisstraße / OT Göhrde;29473;Nahrendorf;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja
Hamburg;Hamburg;2458;Hamburg Airport (Flughafen);AAI;4;Flughafenstraße 1;23335;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Schleswig-Holstein;Hamburg;2509;Halstenbek;AHKS;4;Bahnhofsstr. 32;25469;Halstenbek;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;HVV;nein;ja
Hamburg;Hamburg;2513;Hamburg Dammtor;ADF;2;Dag-Hammarskjöld-Platz 15;20354;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;ja;ja
Hamburg;Hamburg;2514;Hamburg Hbf;AH;1;Hachmannplatz 16;20099;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;ja;ja
Hamburg;Hamburg;2515;Holstenstraße;AHST;4;Stresemannstr. 156;22765;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;2516;Sternschanze;ASTZ;3;Sternschanze 1;20357;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;2517;Hamburg-Altona;AA;1;Scheel-Plessen-Str. 17;22765;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;ja;ja
Hamburg;Hamburg;2518;Hamburg-Bergedorf;ABG;3;Weidenbaumsweg 14;21029;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;ja;ja
Hamburg;Hamburg;2519;Hamburg-Harburg;AHAR;2;Hannoversche Str. 85;21079;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;ja;ja
Hamburg;Hamburg;2520;Hamburg-Neugraben;ANR;3;Am Neugrabener Bahnhof  1;21149;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;2521;Hamburg-Rahlstedt;ARAL;4;Rahlstedter Bahnhofstr. 4;22143;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;2522;Hamburg-Wandsbek;AWN;4;Bahngärten 34;22041;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;2523;Wilhelmsburg;AWFS;4;Wilhelm-Strauss-Weg 1;21109;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;2533;Hammerbrook;AHAB;4;Hammerbrookstraße 60;20097;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;2556;Harburg Rathaus;AHRF;3;Harburger Ring 20;21079;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;2581;Hasselbrook;AHSF;4;Hammer-Steindamm 58;22058;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;2662;Heimfeld;AHFS;4;Heimfelder Str. 2;21075;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Niedersachsen;Hamburg;2796;Hitzacker;AHZ;7;Am Bahnhof 1;29456;Hitzacker;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Hamburg;Hamburg;2797;Stellingen;ASTS;4;Volksparkstr. 69;22525;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;2803;Hochkamp;AHPS;4;Reichskanzlerstr. 1;22609;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;2843;Hoheneichen;AHCH;4;Langwisch 15;22391;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Niedersachsen;Hamburg;2915;Horneburg;AHOG;5;Bahnhofstr. 1;21640;Horneburg;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja
Hamburg;Hamburg;3005;Iserbrook;AIS;6;Hasenhöhe 162;22589;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;3068;Jungfernstieg;AJUS;4;Jungfernstieg 12;20095;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;3229;Klein Flottbek;AFB;4;Jürgensallee 66;22609;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;3357;Königstraße;AKS;4;Königstr. 20;22767;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;3378;Kornweg (Klein Borstel);AKWS;6;Tornberg 33;22337;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Schleswig-Holstein;Hamburg;3443;Krupunder;AKRS;4;Seestr. 163;25469;Halstenbek;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;HVV;nein;ja
Hamburg;Hamburg;3517;Landungsbrücken;ALAS;4;Helgoländer Allee;20459;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;3518;Landwehr;ALAN;4;Hasselbrookstr. 4;22087;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;3537;Langenfelde;ALST;4;Försterweg 75;22525;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Niedersachsen;Hamburg;3652;Leitstade;ALE;7;Leitstade Bahnhof 1;29456;Hitzacker OT Leitstade;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Niedersachsen;Hamburg;3855;Lüneburg;ALBG;2;Bahnhofstr. 10;21337;Lüneburg;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;ja;ja
Niedersachsen;Hamburg;3996;Maschen;AMA;5;Hörstener Str. / Ortsteil Maschen;21218;Seevetal;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja
Niedersachsen;Hamburg;4014;Meckelfeld;AMD;5;An der K 29 / Ortsteil Meckelfeld;21218;Seevetal;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja
Hamburg;Hamburg;4139;Mittlerer Landweg;AML;4;Mittlerer Landweg 63;21033;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Niedersachsen;Hamburg;4327;Neetzendorf;ANEZ;7;Neetzendorf;21368;Boitze;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja
Hamburg;Hamburg;4345;Nettelnburg;ANTB;4;Edith-Stein-Platz 1;21035;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Niedersachsen;Hamburg;4359;Neu Wulmstorf;ANWF;6;Bahnhofstr. 88;21649;Neu Wulmstorf;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja
Niedersachsen;Hamburg;4411;Neukloster (Kr Stade);ANL;6;Jorker Straße 10;21614;Buxtehude;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja
Hamburg;Hamburg;4465;Neuwiedenthal;ANWS;4;Rehrstieg 1;21147;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;4751;Ohlsdorf;AOP;4;Fühlsbüttelstr. 761;22337;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;4817;Othmarschen;AOH;4;Statthalterplatz 2;22605;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Schleswig-Holstein;Hamburg;4935;Pinneberg;AP;3;Bahnhofstr. 3;25421;Pinneberg;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;HVV;nein;ja
Hamburg;Hamburg;4993;Poppenbüttel;APB;5;Stormarnplatz 1;22045;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Niedersachsen;Hamburg;5081;Radbruch;ARH;6;Schäfer-Ast-Straße;21449;Radbruch;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja
Hamburg;Hamburg;5167;Reeperbahn;ARES;4;Reeperbahn 155;20359;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Schleswig-Holstein;Hamburg;5200;Reinbek;ARBK;5;Sophienstr. 11;21465;Reinbek;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;HVV;nein;ja
Hamburg;Hamburg;5291;Rissen;ARI;5;Am Rissener Bahnhof 1;22559;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;5394;Rothenburgsort;AROP;5;Billhorner Deich 77;20539;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;5408;Rübenkamp;ARP;4;Rübenkamp 227;22307;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Niedersachsen;Hamburg;5950;Stade;AST;4;Am Bahnhof 2;21680;Stade;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja
Hamburg;Hamburg;5955;Stadthausbrücke;ASHS;4;Stadthausbrücke 8;20355;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Niedersachsen;Hamburg;6008;Stelle;ASTE;5;Uhlenhorst 18;21435;Stelle;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja
Hamburg;Hamburg;6105;Sülldorf;ASDF;5;Sülldorfer Kirchenweg;22589;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Schleswig-Holstein;Hamburg;6197;Thesdorf;ATHS;4;Thesdorfer Weg 220;25421;Pinneberg;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;HVV;nein;ja
Hamburg;Hamburg;6215;Tiefstack;ATK;5;Ausschläger Allee 140;20539;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Niedersachsen;Hamburg;6394;Vastorf;AVF;7;Bahnhofstr. 29;21397;Vastorf;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja
Hamburg;Hamburg;6399;Veddel;AVLS;4;Wilhelmsburger Platz 10;21109;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;6529;Hamburg-Tonndorf;AOW;4;Sonnenweg 6;22045;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;6530;Wandsbeker Chaussee;AWCH;4;Wandsbeker Chaussee 280;22089;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Schleswig-Holstein;Hamburg;6575;Wedel (Holst);AWL;5;Rathausplatz 1;22880;Wedel (Holst);LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;HVV;nein;ja
Hamburg;Hamburg;6657;Wellingsbüttel;AWBS;5;Rolfinckstr. 5;22391;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Niedersachsen;Hamburg;6668;Wendisch Evern;AWE;7;Am Bahnhof 1;21403;Wendisch Evern;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja
Niedersachsen;Hamburg;6805;Winsen (Luhe);AWI;4;Am Bahnhof;21423;Winsen (Luhe);Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja
Schleswig-Holstein;Hamburg;6845;Wohltorf;AWLF;5;Kastanienallee;21521;Wohltorf;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;HVV;nein;ja
Hamburg;Hamburg;7979;Allermöhe;AALH;4;Fleetplatz 1;21035;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;8112;Fischbek;AFIB;6;Ohrnsweg 24;21149;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Niedersachsen;Hannover;25;Ahlten (Han);HALT;5;Misburger Weg 1;31275;Lehrte;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;57;Aligse;HALI;6;Peiner Heerstr. 11;31275;Lehrte;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;145;Anderten-Misburg;HAMI;5;Anderterstraße 140;30559;Hannover-Anderten;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;306;Bad Münder (Deister);HMDD;5;Am Deisterbahnhof 3;31848;Bad Münder am Deister;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Niedersachsen;Hannover;311;Bad Nenndorf;HNDF;5;Bahnhofstr. 83;31542;Bad Nenndorf;Landesnahverkehrsgesellschaft Niedersachsen mbH;GVH;nein;ja
Niedersachsen;Hannover;319;Bad Pyrmont;HPRT;5;Lügder Str. 17;31812;Bad Pyrmont;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Niedersachsen;Hannover;400;Bantorf;HBTF;5;An der Windmühle 1;30890;Barsinghausen;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;418;Barsinghausen;HBGH;5;Berliner Str. 8;30890;Barsinghausen;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;482;Bennemühlen;HBML;5;Am Bahnhof 1;30900;Wedemark;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;483;Bennigsen;HBEN;5;Am Bahnhof 2;31832;Springe;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;676;Bissendorf;HBSS;5;Bahnhofstr. 41;30900;Wedemark;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;948;Bückeburg;HBKB;4;Am Bahnhof 7;31675;Bückeburg;Landesnahverkehrsgesellschaft Niedersachsen mbH;GVH;nein;ja
Niedersachsen;Hannover;982;Burgdorf (Han);HBGD;4;Theodor Str. 10;31303;Burgdorf ;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;1036;Celle Pbf;HC;3;Bahnhofsplatz 6;29221;Celle;Landesnahverkehrsgesellschaft Niedersachsen mbH;;ja;ja
Niedersachsen;Hannover;1144;Dedenhausen;HDEH;6;Zum Bahnhof 40;31311;Uetze;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;1145;Dedensen / Gümmer;HDED;4;Gümmerdamm 10;30926;Seelze;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;1254;Dollbergen;HDOG;5;Ladestr. 1;31311;Uetze;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;1271;Dorfmark;HDMK;6;Poststr. 1;29683;Bad Fallingbostel;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Niedersachsen;Hannover;1473;Egestorf (Deister);HEGT;5;Rosenstr. 1;30890;Barsinghausen;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;1485;Ehlershausen;HELH;5;Alte Bundesstr. 1;31303;Burgdorf;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;1518;Eilvese;HEIV;6;Eilveser Hauptstr. 1;31535;Neustadt am Rübenberge;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;1544;Eldagsen-Völksen;HELV;5;An der Bahn 1;31832;Springe;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;1587;Emmerthal;HEMT;5;Am Bahnhof 5;31860;Emmerthal;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Niedersachsen;Hannover;1589;Empelde;HEMP;5;Löwenberger Str. 28;30952;Ronnenberg;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;1673;Eschede;HESD;6;Am Bahnhof 9;29348;Eschede;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Niedersachsen;Hannover;1743;Eystrup;HETR;5;Am Bahnhof 2;27324;Eystrup;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Niedersachsen;Hannover;1760;Bad Fallingbostel;HFAL;5;Am Bahnhof 1;29683;Fallingbostel;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Niedersachsen;Hannover;2330;Großburgwedel;HGBW;5;Bahnhofstr. 49;30938;Burgwedel;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;2456;Hagen (Han);HHGH;6;Zum Bahnhof 1;31535;Neustadt am Rübenberge;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;2524;Hämelerwald;HHAE;5;Sternstr. 9;31275;Lehrte;Region Hannover;;nein;ja
Niedersachsen;Hannover;2525;Hameln;HHM;3;Bahnhofsplatz 21;31785;Hameln;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Niedersachsen;Hannover;2544;Hannover Bismarckstraße;HHBI;4;Mainzer Str. 6;30173;Hannover;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;2545;Hannover Hbf;HH;1;Ernst-August-Platz 1;30159;Hannover;Region Hannover;GVH;ja;ja
Niedersachsen;Hannover;2546;Hannover-Bornum;HHBO;5;Lindener Weg 12;30453;Hannover;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;2549;Hannover-Kleefeld;HKL;5;Berckhusenstr. 8  ;30625;Hannover;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;2550;Hannover-Leinhausen;HLEI;5;Herrnhäuserstr. 126 (ehem. EG);30419;Hannover;Region Hannover;;nein;ja
Niedersachsen;Hannover;2551;Hannover-Linden;HLI;4;Ricklinger Stadtweg 98;30459;Hannover;Region Hannover;;nein;ja
Niedersachsen;Hannover;2587;Haste (Han);HHAS;4;Hauptstr. 26;31559;Haste;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Niedersachsen;Hannover;2748;Hessisch Oldendorf;HHSO;6;Münchhausenring 16;31840;Hessisch Oldendorf;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Niedersachsen;Hannover;2816;Hodenhagen;HHOD;6;Bahnhofstr. 65;29693;Hodenhagen;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Niedersachsen;Hannover;2876;Holtensen (b Weetzen);HHOL;6;Holtenser Str. 43 b;30952;Ronnenberg;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;2985;Immensen-Arpke;HIMS;6;Immenser Straße 3;31275;Lehrte;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;3009;Isernhagen;HIHG;6;Bahnhofstr. 16;30916;Isernhagen;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;3093;Langenhagen - Kaltenweide;HKAW;5;Kaltenweider Platz;30855;Langenhagen;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;3184;Kirchdorf (Deister);HKDF;6;Buchenweg 1;30890;Barsinghausen;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;3199;Kirchhorsten;HKHN;6;Bahnhofstr. 61;31691;Helpsen;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Niedersachsen;Hannover;3488;Hannover-Messe / Laatzen;HHML;4;Münchner Str. 2;30880;Laatzen;Region Hannover;GVH;ja;ja
Niedersachsen;Hannover;3539;Langenhagen Pferdemarkt;HLGH;4;Bahnhofplatz 9;30851;Langenhagen;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;3610;Leese-Stolzenau;HLST;6;Bahnhofstr. 9;31633;Leese;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Niedersachsen;Hannover;3620;Lehrte;HLER;3;Bahnhofstr. 50;31275;Lehrte;Region Hannover;GVH;ja;ja
Niedersachsen;Hannover;3657;Lemmie;HLEM;5;Bahnhofstr. 5;30989;Gehrden;Region Hannover;;nein;ja
Niedersachsen;Hannover;3674;Letter;HLT;5;Heinrich-Spät-Str. 2;30926;Seelze OT Letter;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;3736;Lindhorst (Schaumb-Lippe);HLH;6;Bahnhofstr. 4;31698;Lindhorst;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Niedersachsen;Hannover;3740;Lindwedel;HLWL;6;Hannoversche Str. 14b;29690;Lindwedel;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Niedersachsen;Hannover;3743;Linsburg;HLBU;6;Am Bahnhof 1;31636;Linsburg;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Niedersachsen;Hannover;4046;Mellendorf;HMDF;5;Schaumburger Str. 3;30900;Wedemark;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;4455;Neustadt a Rübenberge;HNRU;4;Am Bahnhof 1;31535;Neustadt a Rübenberge;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;4548;Nienburg (Weser);HNBG;3;Bahnhofstr. 11;31582;Nienburg  ;Landesnahverkehrsgesellschaft Niedersachsen mbH;;ja;ja
Niedersachsen;Hannover;4838;Otze;HOTZ;6; Worthstraße 36;31303;Burgdorf;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;4979;Poggenhagen;HPOG;6;Bahnhofstr. 30;31535;Neustadt am Rübenberge;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;5234;Rethen (Leine);HRTN;6;Am Bahnhof 3;30880;Laatzen;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;5289;Rinteln;HRIN;6;Bahnhofsweg 2;31737;Rinteln;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Niedersachsen;Hannover;5337;Ronnenberg (Han);HRBG;5;Benther Str. 19;30952;Ronnenberg  ;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;5716;Schwarmstedt;HSWS;6;Bahnhofstraße 12;29690;Schwarmstedt;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Niedersachsen;Hannover;5795;Seelze Pbf;HS;4;Lessingplatz 1;30926;Seelze;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;5802;Sehnde;HSEN;5;Bahnhofstr. 1;31319;Sehnde;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;5933;Springe;HSPR;4;Bürgermeister-Peters-Str. 1;31832;Springe;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;5954;Stadthagen;HSHG;4;Bahnhofstr. 9;31655;Stadthagen;Landesnahverkehrsgesellschaft Niedersachsen mbH;GVH;nein;ja
Niedersachsen;Hannover;6359;Unterlüß;HUNL;5;Müdener Str. 1;29345;Unterlüß;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Niedersachsen;Hannover;6424;Hannover - Vinnhorst;HVIN;4;Benneckeallee/Alt Vinnhorst 1;30419;Hannover;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;6520;Walsrode;HWSR;6;Am Bahnhof 2;29664;Walsrode;Landesnahverkehrsgesellschaft Niedersachsen mbH;;nein;ja
Niedersachsen;Hannover;6578;Weetzen;HWEZ;4;Bahnhofstr. 9;30952;Ronnenberg;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;6674;Wennigsen (Deister);HWSN;5;Kurt Schumacher Str. 1;30974;Wennigsen  ;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;6803;Winninghausen;HWIN;6;Heerstr. 20;30890;Barsinghausen;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;6913;Wunstorf;HWUN;3;Hindenburgstr. 58;31515;Wunstorf;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;7179;Langenhagen-Mitte;HLGM;3;Straßburger Platz 1;30853;Langenhagen;Region Hannover;GVH;ja;ja
Niedersachsen;Hannover;7180;Hannover-Flughafen;HLGF;4;Flughafenstr. 1;30855;Langenhagen;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;7181;Hannover Karl-Wiechert-Allee;HKWA;4;Karl-Wiechert-Allee 1;30625;Hannover;Region Hannover;GVH;nein;ja
Niedersachsen;Hannover;7183;Hannover - Ledeburg;HLEG;4;Am Fuhrenkampe;30419;Hannover;Region Hannover;;nein;ja
Niedersachsen;Hannover;7899;Hannover-Nordstadt;HHN;4;Engelbosteler Damm 113 (ehem EG Hai;30167;Hannover;Region Hannover;GVH;nein;ja
Rheinland-Pfalz;Kaiserslautern;42;Albersweiler (Pfalz);RAR;6;Kanalstr. 26;76857;Albersweiler;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd;VRN;nein;ja
Rheinland-Pfalz;Kaiserslautern;64;Alsenz;SAZ;6;Bahnhofstr. 1;67821;Alsenz;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd;VRN;nein;ja
Rheinland-Pfalz;Kaiserslautern;96;Altenglan;SALG;6;Bahnhofstr. 45;66885;Altenglan;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd;VRN;nein;ja
Rheinland-Pfalz;Kaiserslautern;158;Annweiler am Trifels;RAN;5;Bahnhofstr. 17;76855;Annweiler am Trifels;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd;VRN;nein;ja
Rheinland-Pfalz;Kaiserslautern;197;Asselheim;RASH;7; Schloßstr. 1;67269;Grünstadt;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd;VRN;nein;ja
Rheinland-Pfalz;Kaiserslautern;234;Eiswoog;REIW;7;Eiswoog 1a;67305;Ramsen;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd;VRN;nein;ja
Rheinland-Pfalz;Kaiserslautern;266;Bad Dürkheim;RBDH;4;Mannheimer Str. 14;67098;Bad Dürkheim;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd;VRN;nein;ja
Rheinland-Pfalz;Kaiserslautern;267;Bad Dürkheim-Trift;RBDT;6;Triftweg 130;67098;Bad Dürkheim;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd;VRN;nein;ja
Rheinland-Pfalz;Kaiserslautern;476;Bellheim;RBLH;6;Bahnhofstr. 8;76756;Bellheim;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd;KVV;nein;ja
Rheinland-Pfalz;Kaiserslautern;506;Berghausen (Pfalz);RBGP;6;Germersheimerstr.60;67354;Römerberg;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd;VRN;nein;ja
Rheinland-Pfalz;Kaiserslautern;716;Bobenheim;RBOB;4;Bahnhofsplatz 4;67240;Bobenheim;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd;VRN;nein;ja
Rheinland-Pfalz;Kaiserslautern;747;Böhl-Iggelheim;RBOE;5;Bahnhofplatz 4;67459;Böhl-Iggelheim;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd;VRN;nein;ja
